Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
vert.x,io.vertx.core.cli,ArgumentConverter,fromJson,41,16,2,20,0,io.vertx.core.cli.Argument,io.vertx.core.cli.Argument
vert.x,io.vertx.core.cli,ArgumentConverter,toJson,3,1,2,62,0,io.vertx.core.json.JsonObject,io.vertx.core.json.JsonObject
vert.x,io.vertx.core.cli,ArgumentConverter,toJson,15,4,2,66,0,io.vertx.core.cli.Argument,io.vertx.core.cli.Argument
vert.x,io.vertx.core.cli,OptionConverter,fromJson,73,28,2,20,0,io.vertx.core.cli.Option,io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,OptionConverter,toJson,3,1,2,94,0,io.vertx.core.json.JsonObject,io.vertx.core.json.JsonObject
vert.x,io.vertx.core.cli,OptionConverter,toJson,31,8,2,98,0,io.vertx.core.cli.Option,io.vertx.core.cli.Option; io.vertx.core.json.JsonArray
vert.x,io.vertx.core.cli,AmbiguousOptionException,AmbiguousOptionException,5,1,2,29,0,,
vert.x,io.vertx.core.cli,AmbiguousOptionException,getOptions,3,1,0,42,0,,
vert.x,io.vertx.core.cli,AmbiguousOptionException,getToken,3,1,0,49,0,,
vert.x,io.vertx.core.cli,Argument,Argument,2,1,0,70,0,,
vert.x,io.vertx.core.cli,Argument,Argument,10,1,1,77,0,,
vert.x,io.vertx.core.cli,Argument,Argument,4,1,1,93,0,,
vert.x,io.vertx.core.cli,Argument,toJson,5,1,0,104,0,io.vertx.core.cli.ArgumentConverter,io.vertx.core.cli.ArgumentConverter
vert.x,io.vertx.core.cli,Argument,getArgName,3,1,0,116,0,,
vert.x,io.vertx.core.cli,Argument,setArgName,5,1,1,123,0,,
vert.x,io.vertx.core.cli,Argument,getDescription,3,1,0,135,0,,
vert.x,io.vertx.core.cli,Argument,setDescription,5,1,1,142,0,,
vert.x,io.vertx.core.cli,Argument,isHidden,3,1,0,154,0,,
vert.x,io.vertx.core.cli,Argument,setHidden,4,1,1,161,0,,
vert.x,io.vertx.core.cli,Argument,getIndex,3,1,0,172,0,,
vert.x,io.vertx.core.cli,Argument,setIndex,7,2,1,179,0,,
vert.x,io.vertx.core.cli,Argument,isRequired,3,1,0,193,0,,
vert.x,io.vertx.core.cli,Argument,setRequired,4,1,1,200,0,,
vert.x,io.vertx.core.cli,Argument,getDefaultValue,3,1,0,211,0,,
vert.x,io.vertx.core.cli,Argument,setDefaultValue,4,1,1,218,0,,
vert.x,io.vertx.core.cli,Argument,isMultiValued,3,1,0,229,0,,
vert.x,io.vertx.core.cli,Argument,setMultiValued,4,1,1,236,0,,
vert.x,io.vertx.core.cli,Argument,ensureValidity,5,2,0,247,0,,
vert.x,io.vertx.core.cli,CLI,create,3,1,1,45,0,io.vertx.core.cli.impl.DefaultCLI,io.vertx.core.cli.impl.DefaultCLI
vert.x,io.vertx.core.cli,CLI,create,3,1,1,55,0,io.vertx.core.cli.annotations.CLIConfigurator,io.vertx.core.cli.annotations.CLIConfigurator
vert.x,io.vertx.core.cli,CLI,parse,0,1,1,67,0,,
vert.x,io.vertx.core.cli,CLI,parse,0,1,2,75,0,,
vert.x,io.vertx.core.cli,CLI,getName,0,1,0,84,0,,
vert.x,io.vertx.core.cli,CLI,setName,0,1,1,89,0,,
vert.x,io.vertx.core.cli,CLI,getDescription,0,1,0,98,0,,
vert.x,io.vertx.core.cli,CLI,setDescription,0,1,1,103,0,,
vert.x,io.vertx.core.cli,CLI,getSummary,0,1,0,106,0,,
vert.x,io.vertx.core.cli,CLI,setSummary,0,1,1,111,0,,
vert.x,io.vertx.core.cli,CLI,isHidden,0,1,0,120,0,,
vert.x,io.vertx.core.cli,CLI,setHidden,0,1,1,127,0,,
vert.x,io.vertx.core.cli,CLI,getOptions,0,1,0,137,0,,
vert.x,io.vertx.core.cli,CLI,addOption,0,1,1,144,0,,
vert.x,io.vertx.core.cli,CLI,addOptions,0,1,1,153,0,,
vert.x,io.vertx.core.cli,CLI,setOptions,0,1,1,163,0,,
vert.x,io.vertx.core.cli,CLI,getArguments,0,1,0,172,0,,
vert.x,io.vertx.core.cli,CLI,addArgument,0,1,1,179,0,,
vert.x,io.vertx.core.cli,CLI,addArguments,0,1,1,188,0,,
vert.x,io.vertx.core.cli,CLI,setArguments,0,1,1,198,0,,
vert.x,io.vertx.core.cli,CLI,getOption,0,1,1,207,0,,
vert.x,io.vertx.core.cli,CLI,getArgument,0,1,1,216,0,,
vert.x,io.vertx.core.cli,CLI,getArgument,0,1,1,225,0,,
vert.x,io.vertx.core.cli,CLI,removeOption,0,1,1,234,0,,
vert.x,io.vertx.core.cli,CLI,removeArgument,0,1,1,243,0,,
vert.x,io.vertx.core.cli,CLI,usage,0,1,1,252,0,,
vert.x,io.vertx.core.cli,CLI,usage,0,1,2,261,0,,
vert.x,io.vertx.core.cli,CLI,getPriority,0,1,0,271,0,,
vert.x,io.vertx.core.cli,CLI,setPriority,0,1,1,276,0,,
vert.x,io.vertx.core.cli,CLIException,CLIException,3,1,1,21,0,,
vert.x,io.vertx.core.cli,CLIException,CLIException,3,1,2,30,0,,
vert.x,io.vertx.core.cli,CommandLine,create,3,1,1,31,0,,
vert.x,io.vertx.core.cli,CommandLine,cli,0,1,0,42,0,,
vert.x,io.vertx.core.cli,CommandLine,allArguments,0,1,0,47,0,,
vert.x,io.vertx.core.cli,CommandLine,getOptionValue,0,1,1,52,0,,
vert.x,io.vertx.core.cli,CommandLine,getArgumentValue,0,1,1,62,0,,
vert.x,io.vertx.core.cli,CommandLine,getArgumentValue,0,1,1,72,0,,
vert.x,io.vertx.core.cli,CommandLine,getOptionValues,0,1,1,82,0,,
vert.x,io.vertx.core.cli,CommandLine,getArgumentValues,0,1,1,93,0,,
vert.x,io.vertx.core.cli,CommandLine,isFlagEnabled,0,1,1,105,0,,
vert.x,io.vertx.core.cli,CommandLine,isOptionAssigned,0,1,1,115,0,,
vert.x,io.vertx.core.cli,CommandLine,getRawValues,3,1,1,123,0,io.vertx.core.cli.CommandLine,io.vertx.core.cli.CommandLine
vert.x,io.vertx.core.cli,CommandLine,getRawValuesForOption,0,1,1,135,0,,
vert.x,io.vertx.core.cli,CommandLine,getRawValuesForArgument,0,1,1,143,0,,
vert.x,io.vertx.core.cli,CommandLine,getRawValueForOption,0,1,1,151,0,,
vert.x,io.vertx.core.cli,CommandLine,acceptMoreValues,0,1,1,159,0,,
vert.x,io.vertx.core.cli,CommandLine,getRawValueForArgument,0,1,1,167,0,,
vert.x,io.vertx.core.cli,CommandLine,isArgumentAssigned,0,1,1,175,0,,
vert.x,io.vertx.core.cli,CommandLine,isSeenInCommandLine,0,1,1,183,0,,
vert.x,io.vertx.core.cli,CommandLine,isValid,0,1,0,191,0,,
vert.x,io.vertx.core.cli,CommandLine,isAskingForHelp,0,1,0,199,0,,
vert.x,io.vertx.core.cli,InvalidValueException,InvalidValueException,3,1,2,24,0,,
vert.x,io.vertx.core.cli,InvalidValueException,InvalidValueException,6,1,3,36,0,io.vertx.core.cli.Argument,io.vertx.core.cli.Argument
vert.x,io.vertx.core.cli,InvalidValueException,InvalidValueException,6,1,3,52,0,io.vertx.core.cli.Option,io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,InvalidValueException,getOption,3,1,0,67,0,,
vert.x,io.vertx.core.cli,InvalidValueException,getValue,3,1,0,74,0,,
vert.x,io.vertx.core.cli,InvalidValueException,getArgument,3,1,0,81,0,,
vert.x,io.vertx.core.cli,MissingOptionException,MissingOptionException,4,1,1,25,0,,
vert.x,io.vertx.core.cli,MissingOptionException,getExpected,3,1,0,39,0,,
vert.x,io.vertx.core.cli,MissingValueException,MissingValueException,5,1,1,24,0,io.vertx.core.cli.Option,io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,MissingValueException,MissingValueException,5,1,1,35,0,io.vertx.core.cli.Argument,io.vertx.core.cli.Argument
vert.x,io.vertx.core.cli,MissingValueException,getOption,3,1,0,49,0,,
vert.x,io.vertx.core.cli,MissingValueException,getArgument,3,1,0,56,0,,
vert.x,io.vertx.core.cli,Option,Option,2,1,0,107,0,,
vert.x,io.vertx.core.cli,Option,Option,15,1,1,113,0,,
vert.x,io.vertx.core.cli,Option,Option,4,1,1,134,0,,
vert.x,io.vertx.core.cli,Option,toJson,5,1,0,145,0,io.vertx.core.cli.OptionConverter,io.vertx.core.cli.OptionConverter
vert.x,io.vertx.core.cli,Option,ensureValidity,5,2,0,156,0,,
vert.x,io.vertx.core.cli,Option,acceptValue,3,1,0,169,0,,
vert.x,io.vertx.core.cli,Option,getName,6,2,0,176,0,,
vert.x,io.vertx.core.cli,Option,isMultiValued,3,1,0,189,0,,
vert.x,io.vertx.core.cli,Option,setMultiValued,7,2,1,196,0,,
vert.x,io.vertx.core.cli,Option,isSingleValued,3,1,0,212,0,,
vert.x,io.vertx.core.cli,Option,setSingleValued,4,1,1,219,0,,
vert.x,io.vertx.core.cli,Option,getArgName,3,1,0,230,0,,
vert.x,io.vertx.core.cli,Option,setArgName,5,1,1,237,0,,
vert.x,io.vertx.core.cli,Option,getDescription,3,1,0,249,0,,
vert.x,io.vertx.core.cli,Option,setDescription,4,1,1,256,0,,
vert.x,io.vertx.core.cli,Option,isHidden,3,1,0,267,0,,
vert.x,io.vertx.core.cli,Option,setHidden,4,1,1,274,0,,
vert.x,io.vertx.core.cli,Option,getLongName,3,1,0,285,0,,
vert.x,io.vertx.core.cli,Option,setLongName,4,1,1,292,0,,
vert.x,io.vertx.core.cli,Option,isRequired,3,1,0,303,0,,
vert.x,io.vertx.core.cli,Option,setRequired,4,1,1,310,0,,
vert.x,io.vertx.core.cli,Option,getShortName,3,1,0,321,0,,
vert.x,io.vertx.core.cli,Option,setShortName,4,1,1,328,0,,
vert.x,io.vertx.core.cli,Option,getDefaultValue,3,1,0,339,0,,
vert.x,io.vertx.core.cli,Option,setDefaultValue,7,2,1,346,0,io.vertx.core.cli.Option,io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,Option,isFlag,3,1,0,360,0,,
vert.x,io.vertx.core.cli,Option,setFlag,7,2,1,367,0,io.vertx.core.cli.Option,io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,Option,isHelp,3,1,0,385,0,,
vert.x,io.vertx.core.cli,Option,setHelp,4,1,1,394,0,,
vert.x,io.vertx.core.cli,Option,getChoices,3,1,0,405,0,,
vert.x,io.vertx.core.cli,Option,setChoices,4,1,1,412,0,,
vert.x,io.vertx.core.cli,Option,addChoice,4,1,1,424,0,,
vert.x,io.vertx.core.cli,TypedArgument,TypedArgument,5,1,1,34,0,io.vertx.core.cli.TypedArgument,io.vertx.core.cli.TypedArgument
vert.x,io.vertx.core.cli,TypedArgument,TypedArgument,3,1,0,45,0,,
vert.x,io.vertx.core.cli,TypedArgument,getType,3,1,0,52,0,,
vert.x,io.vertx.core.cli,TypedArgument,setType,4,1,1,59,0,,
vert.x,io.vertx.core.cli,TypedArgument,getConverter,3,1,0,70,0,,
vert.x,io.vertx.core.cli,TypedArgument,setConverter,4,1,1,77,0,,
vert.x,io.vertx.core.cli,TypedArgument,ensureValidity,6,2,0,88,0,,
vert.x,io.vertx.core.cli,TypedArgument,setArgName,4,1,1,101,0,,
vert.x,io.vertx.core.cli,TypedArgument,setDefaultValue,4,1,1,107,0,,
vert.x,io.vertx.core.cli,TypedArgument,setDescription,4,1,1,113,0,,
vert.x,io.vertx.core.cli,TypedArgument,setHidden,4,1,1,119,0,,
vert.x,io.vertx.core.cli,TypedArgument,setIndex,4,1,1,125,0,,
vert.x,io.vertx.core.cli,TypedArgument,setRequired,4,1,1,131,0,,
vert.x,io.vertx.core.cli,TypedArgument,setMultiValued,4,1,1,137,0,,
vert.x,io.vertx.core.cli,TypedOption,TypedOption,3,1,0,48,0,,
vert.x,io.vertx.core.cli,TypedOption,TypedOption,7,1,1,55,0,io.vertx.core.cli.TypedOption,io.vertx.core.cli.TypedOption
vert.x,io.vertx.core.cli,TypedOption,setMultiValued,4,1,1,68,0,,
vert.x,io.vertx.core.cli,TypedOption,setSingleValued,4,1,1,74,0,,
vert.x,io.vertx.core.cli,TypedOption,setArgName,4,1,1,80,0,,
vert.x,io.vertx.core.cli,TypedOption,setDefaultValue,4,1,1,86,0,,
vert.x,io.vertx.core.cli,TypedOption,setDescription,4,1,1,92,0,,
vert.x,io.vertx.core.cli,TypedOption,setFlag,4,1,1,98,0,,
vert.x,io.vertx.core.cli,TypedOption,setHidden,4,1,1,104,0,,
vert.x,io.vertx.core.cli,TypedOption,setLongName,4,1,1,110,0,,
vert.x,io.vertx.core.cli,TypedOption,setRequired,4,1,1,116,0,,
vert.x,io.vertx.core.cli,TypedOption,setShortName,4,1,1,122,0,,
vert.x,io.vertx.core.cli,TypedOption,getType,3,1,0,128,0,,
vert.x,io.vertx.core.cli,TypedOption,setType,7,2,1,132,0,io.vertx.core.cli.TypedOption,io.vertx.core.cli.TypedOption; io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,TypedOption,isParsedAsList,3,1,0,140,0,,
vert.x,io.vertx.core.cli,TypedOption,setParsedAsList,4,1,1,144,0,,
vert.x,io.vertx.core.cli,TypedOption,getListSeparator,3,1,0,149,0,,
vert.x,io.vertx.core.cli,TypedOption,setListSeparator,6,1,1,153,0,,
vert.x,io.vertx.core.cli,TypedOption,getConverter,3,1,0,160,0,,
vert.x,io.vertx.core.cli,TypedOption,setConverter,4,1,1,164,0,,
vert.x,io.vertx.core.cli,TypedOption,ensureValidity,6,2,0,169,0,,
vert.x,io.vertx.core.cli,TypedOption,setChoices,4,1,1,177,0,,
vert.x,io.vertx.core.cli,TypedOption,addChoice,4,1,1,183,0,,
vert.x,io.vertx.core.cli,TypedOption,setChoicesFromEnumType,6,2,0,189,0,io.vertx.core.cli.TypedOption,io.vertx.core.cli.TypedOption
vert.x,io.vertx.core.cli,UsageMessageFormatter,setWidth,3,1,1,86,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getWidth,3,1,0,90,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setLeftPadding,3,1,1,94,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getLeftPadding,3,1,0,98,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setDescPadding,3,1,1,102,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getDescPadding,3,1,0,106,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setUsagePrefix,3,1,1,110,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getUsagePrefix,3,1,0,114,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setNewLine,3,1,1,118,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getNewLine,3,1,0,122,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setOptionPrefix,3,1,1,126,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getOptionPrefix,3,1,0,130,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setLongOptionPrefix,3,1,1,134,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getLongOptionPrefix,3,1,0,138,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setLongOptionSeparator,3,1,1,142,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getLongOptionSeparator,3,1,0,153,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setArgName,3,1,1,162,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getArgName,3,1,0,166,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,getOptionComparator,3,1,0,170,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,setOptionComparator,3,1,1,180,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,appendOption,27,7,2,190,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter; io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,UsageMessageFormatter,appendArgument,15,5,3,228,0,io.vertx.core.cli.Argument,io.vertx.core.cli.Argument
vert.x,io.vertx.core.cli,UsageMessageFormatter,usage,3,1,2,256,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,usage,15,4,3,266,0,io.vertx.core.cli.CLI,io.vertx.core.cli.CLI; io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,computeUsage,4,1,2,294,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,computeUsageLine,25,6,3,299,0,io.vertx.core.cli.CLI,io.vertx.core.cli.CLI; io.vertx.core.cli.Argument; io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,computeOptionsAndArguments,4,1,3,333,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,buildWrapped,3,1,2,345,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,buildWrapped,4,1,3,355,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,renderCommands,33,7,2,367,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter; io.vertx.core.cli.CLI
vert.x,io.vertx.core.cli,UsageMessageFormatter,isNullOrEmpty,3,1,1,414,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,renderOptionsAndArguments,92,22,3,418,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter; io.vertx.core.cli.Argument; io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,UsageMessageFormatter,renderWrappedText,24,6,4,548,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,renderWrappedTextBlock,18,3,4,595,0,io.vertx.core.cli.UsageMessageFormatter,io.vertx.core.cli.UsageMessageFormatter
vert.x,io.vertx.core.cli,UsageMessageFormatter,findWrapPos,24,7,3,624,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,createPadding,5,1,1,673,0,,
vert.x,io.vertx.core.cli,UsageMessageFormatter,rtrim,10,3,1,686,0,,
vert.x,io.vertx.core.cli,AmbiguousOptionExceptionTest,testCreation,6,1,0,25,1,io.vertx.core.cli.AmbiguousOptionException,io.vertx.core.cli.AmbiguousOptionException; io.vertx.core.cli.Option
vert.x,io.vertx.core.cli,OptionTest,createAndCopy,29,1,0,23,1,io.vertx.core.cli.Option,io.vertx.core.cli.Option
vert.x,io.vertx.core.datagram,DatagramSocketOptionsConverter,fromJson,31,12,2,20,0,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramSocketOptionsConverter,toJson,3,1,2,52,0,io.vertx.core.json.JsonObject,io.vertx.core.json.JsonObject
vert.x,io.vertx.core.datagram,DatagramSocketOptionsConverter,toJson,9,2,2,56,0,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramPacket,sender,0,1,0,26,0,,
vert.x,io.vertx.core.datagram,DatagramPacket,data,0,1,0,34,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,send,0,1,3,41,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,sender,0,1,2,51,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,send,0,1,3,61,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,send,0,1,4,71,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,close,0,1,0,82,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,localAddress,0,1,0,90,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,listenMulticastGroup,0,1,1,99,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,listenMulticastGroup,0,1,3,107,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,unlistenMulticastGroup,0,1,1,117,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,unlistenMulticastGroup,0,1,3,125,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,blockMulticastGroup,0,1,2,135,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,blockMulticastGroup,0,1,3,146,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,listen,0,1,2,158,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,handler,0,1,1,167,0,,
vert.x,io.vertx.core.datagram,DatagramSocket,exceptionHandler,0,1,1,169,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,DatagramSocketOptions,5,1,0,64,0,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramSocketOptions,DatagramSocketOptions,8,1,1,73,0,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramSocketOptions,DatagramSocketOptions,5,1,1,87,0,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramSocketOptions,init,7,1,0,98,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,getSendBufferSize,3,1,0,106,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setSendBufferSize,4,1,1,111,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,getReceiveBufferSize,3,1,0,117,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setReceiveBufferSize,4,1,1,122,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setReuseAddress,4,1,1,128,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setReusePort,3,1,1,134,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,getTrafficClass,3,1,0,139,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setTrafficClass,4,1,1,144,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,isBroadcast,3,1,0,150,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setBroadcast,4,1,1,157,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,isLoopbackModeDisabled,3,1,0,168,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setLoopbackModeDisabled,4,1,1,176,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,getMulticastTimeToLive,3,1,0,187,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setMulticastTimeToLive,5,1,1,194,0,io.vertx.core.impl.Arguments,io.vertx.core.impl.Arguments
vert.x,io.vertx.core.datagram,DatagramSocketOptions,getMulticastNetworkInterface,3,1,0,206,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setMulticastNetworkInterface,4,1,1,215,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,isIpV6,3,1,0,226,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setIpV6,4,1,1,233,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setLogActivity,3,1,1,244,0,,
vert.x,io.vertx.core.datagram,DatagramSocketOptions,setActivityLogDataFormat,3,1,1,249,0,,
vert.x,io.vertx.core.datagram,DatagramTest,tearDown,17,3,0,52,0,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testDatagramSocket,19,1,0,68,1,,
vert.x,io.vertx.core.datagram,DatagramTest,testSendReceive,38,2,0,94,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket; io.vertx.core.Vertx; io.vertx.core.Context; io.vertx.core.datagram.DatagramPacket; io.vertx.core.buffer.impl.BufferInternal
vert.x,io.vertx.core.datagram,DatagramTest,testSendReceiveLargePacket,19,1,0,134,1,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions; io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testSender,17,1,0,153,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testListenHostPort,5,1,0,173,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testListenPort,5,1,0,182,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testListenInetSocketAddress,5,1,0,191,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testListenSamePortMultipleTimes,6,1,0,200,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testEcho,33,1,0,211,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testSendAfterCloseFails,20,1,0,238,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testBroadcast,21,2,0,256,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket; io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramTest,testBroadcastFailsIfNotConfigured,5,1,0,275,1,,
vert.x,io.vertx.core.datagram,DatagramTest,testPause,2,1,0,282,1,,
vert.x,io.vertx.core.datagram,DatagramTest,testMulticastJoinLeave,10,1,0,287,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket; io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramTest,testMulticastJoinLeaveReuseMulticastNetworkInterface,11,1,0,297,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket; io.vertx.core.datagram.DatagramSocketOptions
vert.x,io.vertx.core.datagram,DatagramTest,testMulticastJoinLeaveBindOnMulticastGroup,12,1,0,308,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket; io.vertx.core.datagram.DatagramSocketOptions; io.vertx.core.impl.Utils
vert.x,io.vertx.core.datagram,DatagramTest,testMulticastJoinLeave,45,2,5,320,0,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket; io.vertx.core.datagram.DatagramPacket
vert.x,io.vertx.core.datagram,DatagramTest,testMulticastJoinWithoutNetworkInterface,5,1,0,367,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testMulticastLeaveWithoutNetworkInterface,5,1,0,374,1,io.vertx.core.datagram.DatagramSocket,io.vertx.core.datagram.DatagramSocket
vert.x,io.vertx.core.datagram,DatagramTest,testOptions,43,1,0,381,1,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions; io.vertx.core.net.NetworkOptions
vert.x,io.vertx.core.datagram,DatagramTest,testCopyOptions,24,1,0,436,1,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions; io.vertx.core.net.NetworkOptions
vert.x,io.vertx.core.datagram,DatagramTest,testDefaultJsonOptions,9,1,0,462,1,io.vertx.core.datagram.DatagramSocketOptions,io.vertx.core.datagram.DatagramSocketOptions
