Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
vert.x,io.vertx.core,DeploymentTest,testDeployFromContextExceptionInStart,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployFromContextErrorInStart,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployFromContextExceptionInStop,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployFromContextErrorInStop,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testUndeploy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,DeploymentTest,testDeployExceptionInStart,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployErrorInStart,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testUndeployExceptionInStop,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testUndeployErrorInStop,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployUndeployMultiple,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
vert.x,io.vertx.core,DeploymentTest,testDeployUsingClassName,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployUsingClassAndConfig,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployUndeployMultipleInstancesUsingClassName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
vert.x,io.vertx.core,DeploymentTest,testDeployUndeployMultipleInstancesUsingClassName,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.DeploymentOptions.setInstances; io.vertx.core.impl.VertxInternal.getDeployment; io.vertx.core.impl.Deployment.deploymentID; io.vertx.core.impl.Deployment.getVerticles
vert.x,io.vertx.core,DeploymentTest,testDeployClassNotFound1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployClassNotFound2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testDeployAsSource,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testSimpleChildUndeploymentOrder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
vert.x,io.vertx.core,DeploymentTest,testSimpleChildUndeploymentOnParentAsyncFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,DeploymentTest,testSimpleChildUndeploymentOnParentSyncFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testSimpleChildUndeploymentOnParentSyncFailure,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,DeploymentTest,testSimpleChildUndeploymentDeployedAfterParentFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testSimpleChildUndeploymentDeployedAfterParentFailure,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,DeploymentTest,testAsyncDeployCalledSynchronously,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testAsyncDeploy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,DeploymentTest,testAsyncDeployFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,DeploymentTest,testAsyncUndeployFailureCalledSynchronously,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,DeploymentTest,testAsyncUndeploy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,DeploymentTest,testAsyncUndeployFailure,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,DeploymentTest,testAsyncUndeployFailsAfterSuccess,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testAsyncUndeployFailsAfterSuccess,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,DeploymentTest,testChildUndeployedDirectly,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testCloseHooksCalled,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,DeploymentTest,testCloseHooksCalled,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.impl.ContextInternal.addCloseHook; io.vertx.core.Future.succeededFuture; io.vertx.core.Vertx.currentContext
vert.x,io.vertx.core,DeploymentTest,testUndeployAll,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,DeploymentTest,testDeployChildOnParentUndeploy,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testUndeployAllNoDeployments,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testGetInstanceCountMultipleVerticles,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
vert.x,io.vertx.core,DeploymentTest,testDeploySupplier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,DeploymentTest,testDeploySupplier,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.DeploymentOptions.setInstances; io.vertx.core.DeploymentOptions.setConfig
vert.x,io.vertx.core,DeploymentTest,testDeploySupplierDuplicate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,DeploymentTest,testDeploySupplierThrowsException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,DeploymentTest,testDeployClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,DeploymentTest,testDeployClass,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.DeploymentOptions.setInstances; io.vertx.core.DeploymentOptions.setConfig
vert.x,io.vertx.core,DeploymentTest,testDeployClassNoDefaultPublicConstructor,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,DeploymentTest,testMultipleFailedDeploys,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,DeploymentTest,testMultipleFailedDeploys,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
vert.x,io.vertx.core,DeploymentTest,testUndeployParentDuringChildDeployment,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,DeploymentTest,testContextClassLoader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,DeploymentTest,testContextClassLoader,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.impl.ContextInternal.classLoader; io.vertx.core.Vertx.fileSystem; io.vertx.core.DeploymentOptions.setClassLoader; io.vertx.core.file.FileSystem.props
vert.x,io.vertx.core,ExecuteBlockingTest,testExecuteBlockingFailed,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,ExecuteBlockingTest,testExecuteBlockingThrowsRTE,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,ExecuteBlockingTest,testExecuteBlockingContext,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
vert.x,io.vertx.core,ExecuteBlockingTest,testExecuteBlockingTTCL,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,ExecuteBlockingTest,testExecuteBlockingParallel,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
vert.x,io.vertx.core,FutureOperatorsTest,testIssue_1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureOperatorsTest,testIssue_2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testCreateWithHandler,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
vert.x,io.vertx.core,FutureTest,testCreateWithHandler,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.fail; io.vertx.core.Future.cause; io.vertx.core.Future.isComplete
vert.x,io.vertx.core,FutureTest,testCreateWithHandler,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testStateAfterCompletion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
vert.x,io.vertx.core,FutureTest,testStateAfterCompletion,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Future.failed; io.vertx.core.Future.result; io.vertx.core.Future.failedFuture; io.vertx.core.Future.cause; io.vertx.core.Future.succeeded; io.vertx.core.Future.isComplete
vert.x,io.vertx.core,FutureTest,testCallSetHandlerBeforeCompletion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
vert.x,io.vertx.core,FutureTest,testCallSetHandlerBeforeCompletion,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.succeeded; io.vertx.core.AsyncResult.result; io.vertx.core.AsyncResult.cause; io.vertx.core.Promise.future; io.vertx.core.AsyncResult.failed; io.vertx.core.Promise.fail; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testCallSetHandlerAfterCompletion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
vert.x,io.vertx.core,FutureTest,testCallSetHandlerAfterCompletion,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.succeeded; io.vertx.core.AsyncResult.result; io.vertx.core.Future.succeededFuture; io.vertx.core.AsyncResult.cause; io.vertx.core.AsyncResult.failed; io.vertx.core.Future.failedFuture
vert.x,io.vertx.core,FutureTest,testResolveFutureToHandler,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testResolveFutureToHandler,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Future.result; io.vertx.core.Promise.promise; io.vertx.core.Future.succeeded; io.vertx.core.Future.isComplete
vert.x,io.vertx.core,FutureTest,testFailFutureToHandler,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testFailFutureToHandler,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Future.failed; io.vertx.core.Promise.future; io.vertx.core.Future.failedFuture; io.vertx.core.Future.cause; io.vertx.core.Promise.promise; io.vertx.core.Future.isComplete
vert.x,io.vertx.core,FutureTest,testFailureFutureWithNullFailure,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.fail; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testCompleteCause,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testCompleteCause,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise; io.vertx.core.Future.onFailure
vert.x,io.vertx.core,FutureTest,testComposeSuccessToSuccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,FutureTest,testComposeSuccessToSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testComposeFails,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testTransformSuccessToSuccess,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testTransformFailureToSuccess,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testTransformSuccessToFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testTransformFailureToFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testTransformFails,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testEventuallySuccessToSuccess,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testEventuallySuccessToFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testEventuallyFailureToSuccess,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testEventuallyFailureToFailure,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testMapSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testMapValueSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testMapFailure,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.fail; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testMapValueFailure,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.fail; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testMapFails,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testMapEmpty,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise; io.vertx.core.Future.mapEmpty
vert.x,io.vertx.core,FutureTest,testRecoverSuccessWithSuccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testRecoverSuccessWithSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise; io.vertx.core.Future.succeeded
vert.x,io.vertx.core,FutureTest,testRecoverSuccessWithSuccess,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testRecoverFailureWithSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testRecoverFailureWithFailure,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Future.failedFuture; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testRecoverFailureFails,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testRecoverFailureFails,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testOtherwiseSuccessWithSuccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testOtherwiseSuccessWithSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise; io.vertx.core.Future.succeeded
vert.x,io.vertx.core,FutureTest,testOtherwiseSuccessWithSuccess,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testOtherwiseAlreadySuccessWithSuccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testOtherwiseAlreadySuccessWithSuccess,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testOtherwiseValueSuccessWithSuccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testOtherwiseValueSuccessWithSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise; io.vertx.core.Future.succeeded
vert.x,io.vertx.core,FutureTest,testOtherwiseValueAlreadySuccessWithSuccess,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
vert.x,io.vertx.core,FutureTest,testOtherwiseFailureWithSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testOtherwiseValueFailureWithSuccess,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testOtherwiseFails,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testOtherwiseFails,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testHandlerFailureWithContext,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testHandlerFailureWithoutContext,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
vert.x,io.vertx.core,FutureTest,testDefaultCompleter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,FutureTest,testDefaultCompleter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.succeeded; io.vertx.core.AsyncResult.result; io.vertx.core.AsyncResult.cause
vert.x,io.vertx.core,FutureTest,testDefaultCompleter,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testUncompletedAsyncResultMap,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,FutureTest,testUncompletedAsyncResultMap,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.result; io.vertx.core.AsyncResult.cause; io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testSucceededAsyncResultMap,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,FutureTest,testSucceededAsyncResultMap,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.result; io.vertx.core.AsyncResult.cause; io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testFailedAsyncResultMap,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,FutureTest,testFailedAsyncResultMap,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.result; io.vertx.core.AsyncResult.cause; io.vertx.core.Promise.future; io.vertx.core.Promise.fail; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testAsyncResultMapEmpty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,FutureTest,testAsyncResultMapEmpty,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.mapEmpty; io.vertx.core.AsyncResult.result; io.vertx.core.AsyncResult.cause; io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testSucceededFutureRecover,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,FutureTest,testSucceededFutureRecover,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Future.result; io.vertx.core.Promise.promise; io.vertx.core.Future.succeeded
vert.x,io.vertx.core,FutureTest,testFailedFutureRecover,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,FutureTest,testFailedFutureRecover,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Future.result; io.vertx.core.Promise.promise; io.vertx.core.Future.succeeded
vert.x,io.vertx.core,FutureTest,testFailedMapperFutureRecover,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
vert.x,io.vertx.core,FutureTest,testFailedMapperFutureRecover,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Future.failed; io.vertx.core.Promise.future; io.vertx.core.Future.cause; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testFailedMapperFutureRecover,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
vert.x,io.vertx.core,FutureTest,testUncompletedAsyncResultOtherwise,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testUncompletedFutureOtherwise,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testUncompletedAsyncResultOtherwiseApplyFunction,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testUncompletedFutureOtherwiseApplyFunction,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testSucceededAsyncResultOtherwise,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testSucceededFutureOtherwise,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testSucceededAsyncResultOtherwiseApplyFunction,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testSucceededFutureOtherwiseApplyFunction,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testFailedAsyncResultOtherwise,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testFailedFutureOtherwise,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testFailedAsyncResultOtherwiseApplyFunction,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testFailedFutureOtherwiseApplyFunction,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testAsyncResultOtherwiseEmpty,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testFutureOtherwiseEmpty,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
vert.x,io.vertx.core,FutureTest,testToString,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testReleaseListenerAfterCompletion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
vert.x,io.vertx.core,FutureTest,testReleaseListenerAfterCompletion,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.Promise.future; io.vertx.core.Promise.complete; io.vertx.core.Promise.promise
vert.x,io.vertx.core,FutureTest,testSucceedOnContext,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
vert.x,io.vertx.core,FutureTest,testSucceedOnContext,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: io.vertx.core.AsyncResult.succeeded; io.vertx.core.AsyncResult.result; io.vertx.core.impl.ContextInternal.promise; io.vertx.core.Promise.future; io.vertx.core.impl.ContextInternal.runOnContext
vert.x,io.vertx.core,FutureTest,testSeveralHandlers1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testSeveralHandlers2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testSeveralHandlers3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
vert.x,io.vertx.core,FutureTest,testSuccessNotification,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
