Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
vert.x,io.vertx.core.cli,ArgumentConverter,2,0,3,0,66,21,0,0,1.0,1,3,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\cli\ArgumentConverter.java,10
vert.x,io.vertx.core.cli,OptionConverter,2,0,3,0,114,37,0,0,1.0,1,4,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\cli\OptionConverter.java,10
vert.x,io.vertx.core.cli,AmbiguousOptionException,2,0,3,3,30,3,0,1,0.0,1,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\AmbiguousOptionException.java,18
vert.x,io.vertx.core.cli,Argument,8,1,19,19,195,21,1,0,0.21052631578947367,7,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\Argument.java,19
vert.x,io.vertx.core.cli,CLI,0,0,29,0,172,29,0,0,-1.0,9,4,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\CLI.java,23
vert.x,io.vertx.core.cli,CLIException,0,0,2,2,21,2,4,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\CLIException.java,14
vert.x,io.vertx.core.cli,CommandLine,0,0,20,0,133,20,0,0,-1.0,10,3,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\CommandLine.java,21
vert.x,io.vertx.core.cli,InvalidValueException,3,0,6,6,59,6,0,1,0.0,0,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\InvalidValueException.java,14
vert.x,io.vertx.core.cli,MissingOptionException,1,0,2,2,21,2,0,1,0.0,0,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\MissingOptionException.java,17
vert.x,io.vertx.core.cli,MissingValueException,2,0,4,4,38,4,0,1,0.0,0,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\MissingValueException.java,14
vert.x,io.vertx.core.cli,Option,14,2,32,32,328,37,1,0,0.125,10,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\Option.java,21
vert.x,io.vertx.core.cli,TypedArgument,2,0,14,14,96,15,0,1,0.6428571428571429,0,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\TypedArgument.java,16
vert.x,io.vertx.core.cli,TypedOption,4,0,24,23,135,27,0,1,0.5416666666666666,1,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\TypedOption.java,20
vert.x,io.vertx.core.cli,UsageMessageFormatter,18,8,37,32,514,97,0,0,0.0,0,3,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\cli\UsageMessageFormatter.java,21
vert.x,io.vertx.core.cli,AmbiguousOptionExceptionTest,0,0,1,1,11,1,0,0,-1.0,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\cli\AmbiguousOptionExceptionTest.java,20
vert.x,io.vertx.core.cli,OptionTest,0,0,1,1,34,1,0,0,-1.0,0,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\cli\OptionTest.java,18
vert.x,io.vertx.core.datagram,DatagramSocketOptionsConverter,2,0,3,0,50,15,0,0,1.0,1,3,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\datagram\DatagramSocketOptionsConverter.java,10
vert.x,io.vertx.core.datagram,DatagramPacket,0,0,2,0,16,2,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\datagram\DatagramPacket.java,18
vert.x,io.vertx.core.datagram,DatagramSocket,0,0,15,0,100,15,0,0,-1.0,4,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\datagram\DatagramSocket.java,24
vert.x,io.vertx.core.datagram,DatagramSocketOptions,11,6,24,23,182,24,0,0,0.4166666666666667,11,3,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\datagram\DatagramSocketOptions.java,20
vert.x,io.vertx.core.datagram,DatagramTest,2,0,31,28,468,36,0,0,0.1935483870967742,0,11,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\datagram\DatagramTest.java,43
vert.x,io.vertx.core,DeploymentOptionsConverter,2,0,3,0,72,23,0,0,1.0,1,3,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\DeploymentOptionsConverter.java,10
vert.x,io.vertx.core,VertxOptionsConverter,2,0,3,0,172,59,0,0,1.0,1,3,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\VertxOptionsConverter.java,10
vert.x,io.vertx.core,AbstractVerticle,2,0,9,9,81,9,15,1,0.3333333333333333,2,3,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\AbstractVerticle.java,18
vert.x,io.vertx.core,AsyncResult,0,0,18,8,119,26,1,0,-1.0,9,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\AsyncResult.java,16
vert.x,io.vertx.core,Closeable,0,0,1,0,11,1,2,0,-1.0,6,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Closeable.java,14
vert.x,io.vertx.core,CompositeFuture,0,0,11,0,66,13,0,2,-1.0,2,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\CompositeFuture.java,20
vert.x,io.vertx.core,Context,0,0,21,0,133,21,0,0,-1.0,49,4,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Context.java,25
vert.x,io.vertx.core,DeploymentOptions,12,3,24,24,225,26,0,0,0.20833333333333334,19,3,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\DeploymentOptions.java,22
vert.x,io.vertx.core,Future,0,0,47,0,383,53,2,1,-1.0,73,6,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Future.java,26
vert.x,io.vertx.core,Handler,0,0,1,0,11,1,1,0,-1.0,135,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Handler.java,14
vert.x,io.vertx.core,Launcher,0,0,9,9,59,9,2,0,-1.0,2,4,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Launcher.java,19
vert.x,io.vertx.core,MultiMap,0,0,30,1,176,31,0,0,-1.0,46,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\MultiMap.java,28
vert.x,io.vertx.core,Promise,0,0,11,0,96,16,0,1,-1.0,109,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Promise.java,19
vert.x,io.vertx.core,ServiceHelper,0,0,4,4,49,9,0,0,-1.0,4,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\ServiceHelper.java,16
vert.x,io.vertx.core,Verticle,0,0,4,0,27,4,1,0,-1.0,10,3,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Verticle.java,14
vert.x,io.vertx.core,Vertx,0,0,49,0,307,49,0,0,-1.0,106,15,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\Vertx.java,42
vert.x,io.vertx.core,VertxException,0,0,6,6,49,6,0,0,-1.0,5,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\VertxException.java,23
vert.x,io.vertx.core,VertxOptions,41,16,51,51,527,59,0,0,0.0784313725490196,45,8,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\VertxOptions.java,27
vert.x,io.vertx.core,WorkerExecutor,0,0,3,0,24,3,0,0,-1.0,6,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\WorkerExecutor.java,21
vert.x,io.vertx.core,AbstractVerticleTest,1,0,1,1,26,1,0,0,0.0,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\AbstractVerticleTest.java,18
vert.x,io.vertx.core,AbstractVerticleTest.MyAbstractVerticle,0,0,0,0,10,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\AbstractVerticleTest.java,36
vert.x,io.vertx.core,AccessEventBusFromInitVerticleFactory,0,0,4,4,18,6,0,0,-1.0,0,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\AccessEventBusFromInitVerticleFactory.java,18
vert.x,io.vertx.core,AccessEventBusFromInitVerticleFactoryTest,0,0,1,1,12,3,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\AccessEventBusFromInitVerticleFactoryTest.java,7
vert.x,io.vertx.core,BlockedThreadCheckerTest,1,0,14,13,177,16,0,0,0.5714285714285714,0,7,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\BlockedThreadCheckerTest.java,27
vert.x,io.vertx.core,ClasspathVerticleFactory,0,0,4,4,15,4,0,0,-1.0,0,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ClasspathVerticleFactory.java,18
vert.x,io.vertx.core,ClasspathVerticleFactoryTest,0,0,1,1,15,3,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ClasspathVerticleFactoryTest.java,18
vert.x,io.vertx.core,ComplexHATest,6,0,14,2,200,31,0,0,0.21428571428571427,0,5,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ComplexHATest.java,37
vert.x,io.vertx.core,CompositeFutureTest,4,0,50,37,413,61,0,1,0.4,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\CompositeFutureTest.java,37
vert.x,io.vertx.core,ContextTaskTest,1,0,33,22,201,38,0,0,0.30303030303030304,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ContextTaskTest.java,27
vert.x,io.vertx.core,ContextTaskTest.Op,0,0,0,0,12,0,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ContextTaskTest.java,29
vert.x,io.vertx.core,ContextTest,1,0,75,63,912,86,0,0,0.6,0,6,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ContextTest.java,35
vert.x,io.vertx.core,ContextTest.SomeObject,0,0,0,0,2,0,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ContextTest.java,91
vert.x,io.vertx.core,ConversionHelperTest,0,0,7,7,98,7,0,0,-1.0,0,4,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ConversionHelperTest.java,33
vert.x,io.vertx.core,CreateVertxTest,0,0,5,5,45,5,0,0,-1.0,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\CreateVertxTest.java,18
vert.x,io.vertx.core,CustomerLauncherLowMemoryTest,5,0,6,3,103,8,0,0,0.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\CustomerLauncherLowMemoryTest.java,27
vert.x,io.vertx.core,CustomerLauncherLowMemoryTest.Launcher,0,0,0,0,8,0,0,1,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\CustomerLauncherLowMemoryTest.java,98
vert.x,io.vertx.core,CustomerLauncherLowMemoryTest.Verticle,2,0,0,0,37,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\CustomerLauncherLowMemoryTest.java,110
vert.x,io.vertx.core,CustomMetricsFactory,0,0,3,3,14,3,0,0,-1.0,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\CustomMetricsFactory.java,20
vert.x,io.vertx.core,CustomMetricsOptions,2,0,6,6,26,6,0,0,0.3333333333333333,1,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\CustomMetricsOptions.java,17
vert.x,io.vertx.core,DeploymentTest,14,0,100,92,0,110,0,0,0.69,0,14,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,38
vert.x,io.vertx.core,DeploymentTest.ParentVerticle,0,0,0,0,13,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,980
vert.x,io.vertx.core,DeploymentTest.ChildVerticle,0,0,0,0,2,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,994
vert.x,io.vertx.core,DeploymentTest.ParentVerticle,0,0,0,0,5,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,1021
vert.x,io.vertx.core,DeploymentTest.MultiInstanceVerticle,0,0,0,0,5,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,1067
vert.x,io.vertx.core,DeploymentTest.NoDefaultPublicConstructorVerticle,0,0,0,0,2,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,1209
vert.x,io.vertx.core,DeploymentTest.MyVerticle,11,0,0,0,0,0,0,2,-1.0,0,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,1361
vert.x,io.vertx.core,DeploymentTest.ReferenceSavingMyVerticle,1,0,0,0,7,0,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,1412
vert.x,io.vertx.core,DeploymentTest.MyAsyncVerticle,2,0,0,0,18,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,1421
vert.x,io.vertx.core,ExecuteBlockingTest,0,0,6,6,143,7,0,0,-1.0,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ExecuteBlockingTest.java,22
vert.x,io.vertx.core,FakeContext,2,0,30,30,92,30,0,0,0.9333333333333333,1,5,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FakeContext.java,19
vert.x,io.vertx.core,FakeFactoryImplA,0,0,2,2,11,2,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FakeFactoryImplA.java,16
vert.x,io.vertx.core,FakeFactoryImplB,0,0,2,2,11,2,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FakeFactoryImplB.java,16
vert.x,io.vertx.core,FutureOperatorsTest,0,0,2,2,27,2,0,0,-1.0,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FutureOperatorsTest.java,17
vert.x,io.vertx.core,FutureTest,7,0,125,109,1563,133,0,1,0.456,0,9,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FutureTest.java,36
vert.x,io.vertx.core,FutureTest.DefaultCompleterTestFuture,4,0,0,0,95,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FutureTest.java,774
vert.x,io.vertx.core,FutureTestBase,3,0,0,0,57,0,2,0,-1.0,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FutureTestBase.java,18
vert.x,io.vertx.core,FutureTestBase.Checker,3,0,0,0,52,0,0,0,-1.0,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\FutureTestBase.java,23
vert.x,io.vertx.core,HATest,4,0,19,10,357,25,0,0,0.15789473684210525,0,6,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\HATest.java,28
vert.x,io.vertx.core,IsolatingClassLoaderTest,6,0,8,6,71,8,0,0,0.0,0,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\IsolatingClassLoaderTest.java,30
vert.x,io.vertx.core,LauncherTest,17,1,51,46,575,71,0,0,0.35294117647058826,0,12,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\LauncherTest.java,37
vert.x,io.vertx.core,LauncherTest.MyLauncher,12,0,0,0,53,0,0,1,-1.0,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\LauncherTest.java,710
vert.x,io.vertx.core,LauncherTest.MySecondLauncher,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\LauncherTest.java,783
vert.x,io.vertx.core,NamedWorkerPoolTest,0,0,23,23,366,32,0,0,-1.0,0,6,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\NamedWorkerPoolTest.java,29
vert.x,io.vertx.core,NestedMetricsOptions,1,0,4,4,17,4,0,0,0.5,1,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\NestedMetricsOptions.java,17
vert.x,io.vertx.core,ServiceHelperTest,1,0,7,7,60,7,0,0,0.7142857142857143,0,5,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\ServiceHelperTest.java,28
vert.x,io.vertx.core,SharedServersConcurrencyTest,0,0,1,1,69,1,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\SharedServersConcurrencyTest.java,20
vert.x,io.vertx.core,SharedServersConcurrencyTest.ApiVerticle,0,0,0,0,13,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\SharedServersConcurrencyTest.java,35
vert.x,io.vertx.core,SharedServersConcurrencyTest.NetVerticle,0,0,0,0,15,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\SharedServersConcurrencyTest.java,48
vert.x,io.vertx.core,SharedServersConcurrencyTest.RestVerticle,0,0,0,0,16,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\SharedServersConcurrencyTest.java,64
vert.x,io.vertx.core,SharedServersConcurrencyTest.MonitorVerticle,0,0,0,0,16,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\SharedServersConcurrencyTest.java,81
vert.x,io.vertx.core,TimerTest,8,0,29,25,297,43,0,0,0.5172413793103449,0,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\TimerTest.java,28
vert.x,io.vertx.core,TimerTest.MyVerticle,1,0,0,0,27,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\TimerTest.java,78
vert.x,io.vertx.core,TimerTest.PeriodicArg,2,0,0,0,8,0,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\TimerTest.java,108
vert.x,io.vertx.core,VerticleFactoryTest,9,0,19,19,336,20,0,0,0.631578947368421,0,4,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VerticleFactoryTest.java,21
vert.x,io.vertx.core,VerticleFactoryTest.TestVerticleFactory,8,0,0,0,48,0,0,0,-1.0,0,2,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VerticleFactoryTest.java,296
vert.x,io.vertx.core,VerticleFactoryTest.TestVerticle,1,0,0,0,8,0,0,2,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VerticleFactoryTest.java,363
vert.x,io.vertx.core,VertxOptionsTest,0,0,5,5,368,5,0,0,-1.0,0,7,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VertxOptionsTest.java,28
vert.x,io.vertx.core,VertxStartFailureTest,0,0,9,8,84,9,0,0,-1.0,0,6,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VertxStartFailureTest.java,33
vert.x,io.vertx.core,VertxTest,2,1,19,18,442,36,0,0,0.5789473684210527,0,12,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VertxTest.java,42
vert.x,io.vertx.core,VertxTest.Hook,0,0,0,0,10,0,0,1,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VertxTest.java,83
vert.x,io.vertx.core,VertxTest.Hook,0,0,0,0,11,0,0,1,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VertxTest.java,109
vert.x,io.vertx.core,VertxUseDaemonThreadTest,1,1,3,2,26,4,0,0,0.6666666666666666,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\VertxUseDaemonThreadTest.java,23
vert.x,io.vertx.core.dns,AddressResolverOptionsConverter,2,0,3,0,124,38,0,0,1.0,1,5,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\dns\AddressResolverOptionsConverter.java,10
vert.x,io.vertx.core.dns,DnsClientOptionsConverter,2,0,3,3,58,18,0,0,1.0,1,3,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\dns\DnsClientOptionsConverter.java,10
vert.x,io.vertx.core.dns,AddressResolverOptions,26,12,34,34,356,42,0,0,0.08823529411764706,8,4,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\dns\AddressResolverOptions.java,22
vert.x,io.vertx.core.dns,DnsClient,0,0,12,0,78,12,0,0,-1.0,3,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\dns\DnsClient.java,20
vert.x,io.vertx.core.dns,DnsClientOptions,12,6,16,16,151,18,0,0,0.25,6,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\dns\DnsClientOptions.java,19
vert.x,io.vertx.core.dns,DnsException,2,0,2,2,19,2,0,0,0.0,0,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\dns\DnsException.java,17
vert.x,io.vertx.core.dns,DnsResponseCode,2,0,0,0,81,0,0,0,-1.0,4,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\dns\DnsResponseCode.java,16
vert.x,io.vertx.core.dns,MxRecord,0,0,3,0,18,3,0,0,-1.0,2,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\dns\MxRecord.java,16
vert.x,io.vertx.core.dns,SrvRecord,0,0,8,0,38,8,0,0,-1.0,2,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\dns\SrvRecord.java,17
vert.x,io.vertx.core.dns,DNSTest,1,0,31,26,360,31,0,0,0.0967741935483871,0,9,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\dns\DNSTest.java,41
vert.x,io.vertx.core.dns,HostnameResolutionTest,2,0,38,31,776,57,0,0,0.47368421052631576,0,12,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\dns\HostnameResolutionTest.java,49
vert.x,io.vertx.core.eventbus,EventBusOptionsConverter,2,0,3,0,360,121,0,0,1.0,1,6,C:\Users\viraj\git\.\vert.x\src\main\generated\io\vertx\core\eventbus\EventBusOptionsConverter.java,10
vert.x,io.vertx.core.eventbus,AddressHelper,0,0,2,1,31,5,0,0,-1.0,2,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\AddressHelper.java,20
vert.x,io.vertx.core.eventbus,DeliveryContext,0,0,4,0,22,4,0,0,-1.0,0,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\DeliveryContext.java,16
vert.x,io.vertx.core.eventbus,DeliveryOptions,8,3,16,15,178,24,0,0,0.125,9,4,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\DeliveryOptions.java,24
vert.x,io.vertx.core.eventbus,EventBus,1,0,25,0,176,25,0,0,-1.0,13,6,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\EventBus.java,28
vert.x,io.vertx.core.eventbus,EventBusOptions,25,12,69,69,491,74,0,0,0.6086956521739131,6,4,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\EventBusOptions.java,24
vert.x,io.vertx.core.eventbus,Message,0,0,10,0,66,10,0,0,-1.0,17,2,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\Message.java,22
vert.x,io.vertx.core.eventbus,MessageCodec,0,0,5,0,37,5,7,0,-1.0,7,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\MessageCodec.java,16
vert.x,io.vertx.core.eventbus,MessageConsumer,0,0,13,0,43,13,0,0,-1.0,11,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\MessageConsumer.java,19
vert.x,io.vertx.core.eventbus,MessageProducer,0,0,4,0,27,4,0,0,-1.0,3,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\MessageProducer.java,22
vert.x,io.vertx.core.eventbus,ReplyException,2,0,6,6,52,6,1,0,0.0,4,1,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\ReplyException.java,16
vert.x,io.vertx.core.eventbus,ReplyFailure,0,0,0,0,0,0,0,0,-1.0,15,0,C:\Users\viraj\git\.\vert.x\src\main\java\io\vertx\core\eventbus\ReplyFailure.java,16
vert.x,io.vertx.core.eventbus,ClusteredEventBusTest,1,0,45,41,558,59,0,2,0.9111111111111111,0,9,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\ClusteredEventBusTest.java,43
vert.x,io.vertx.core.eventbus,ClusteredEventBusTest.CountingHandler,1,0,0,0,7,0,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\ClusteredEventBusTest.java,554
vert.x,io.vertx.core.eventbus,ClusteredEventBusTestBase,3,0,11,7,172,18,2,1,0.8181818181818182,0,12,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\ClusteredEventBusTestBase.java,38
vert.x,io.vertx.core.eventbus,ClusteredEventBusTestBase.MyVerticle,2,0,0,0,24,0,0,0,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\ClusteredEventBusTestBase.java,180
vert.x,io.vertx.core.eventbus,ClusteredEventBusWithSSLTest,1,0,2,1,13,2,0,2,0.0,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\ClusteredEventBusWithSSLTest.java,19
vert.x,io.vertx.core.eventbus,ClusterHostTest,0,0,9,9,50,9,0,0,-1.0,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\ClusterHostTest.java,21
vert.x,io.vertx.core.eventbus,CustomNodeSelectorTest,3,0,2,1,85,4,0,0,0.0,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\CustomNodeSelectorTest.java,33
vert.x,io.vertx.core.eventbus,CustomNodeSelectorTest.CustomNodeSelector,2,0,0,0,37,0,0,0,-1.0,0,1,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\CustomNodeSelectorTest.java,93
vert.x,io.vertx.core.eventbus,DeliveryOptionsTest,0,0,2,2,22,2,0,0,-1.0,0,3,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\DeliveryOptionsTest.java,20
vert.x,io.vertx.core.eventbus,EventBusInterceptorTest,1,0,21,20,404,33,0,0,0.0,0,4,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\EventBusInterceptorTest.java,23
vert.x,io.vertx.core.eventbus,EventBusRegistrationRaceTest,3,0,9,6,80,14,0,0,0.0,0,4,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\EventBusRegistrationRaceTest.java,23
vert.x,io.vertx.core.eventbus,EventBusTestBase,4,1,78,68,721,94,2,0,0.8333333333333334,0,9,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\EventBusTestBase.java,37
vert.x,io.vertx.core.eventbus,EventBusTestBase.MySystemDecoder,0,0,0,0,16,0,0,1,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\EventBusTestBase.java,673
vert.x,io.vertx.core.eventbus,EventBusTestBase.NullNameCodec,0,0,0,0,16,0,0,1,-1.0,0,0,C:\Users\viraj\git\.\vert.x\src\test\java\io\vertx\core\eventbus\EventBusTestBase.java,700
