Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
vert.x,io.vertx.core.http.impl,Http2UpgradeClientConnection.DelegatingStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,Http2UpgradeClientConnection.UpgradingStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,Http2UpgradeClientConnection.UpgradingStream,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: upgradingConnection; upgradingStream; upgradedConnection; upgradedStream; headHandler; chunkHandler; endHandler; priorityHandler; exceptionHandler; drainHandler; continueHandler; earlyHintsHandler; pushHandler; unknownFrameHandler; closeHandler; bufferedSize; buffered
vert.x,io.vertx.core.http.impl,Http2UpgradeClientConnection.UpgradeRequestHandler,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http.impl,Http2UpgradeClientConnection.UpgradeRequestHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpChannelConnector,Feature Envy,The tool detected a instance of this smell because applyHttp1xConnectionOptions is more interested in members of the type: HttpClientOptions
vert.x,io.vertx.core.http.impl,HttpClientImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
vert.x,io.vertx.core.http.impl,HttpClientImpl.PoolChecker,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ref
vert.x,io.vertx.core.http.impl,HttpClientImpl.PoolChecker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpClientRequestBase,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: HttpClientRequestPushPromise
vert.x,io.vertx.core.http.impl,HttpClientRequestBase,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpClientRequestBase; HttpClientResponseImpl
vert.x,io.vertx.core.http.impl,HttpClientRequestImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpClientRequestImpl,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpClientRequestBase
vert.x,io.vertx.core.http.impl,HttpClientRequestImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
vert.x,io.vertx.core.http.impl,HttpClientRequestPushPromise,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpClientRequestBase
vert.x,io.vertx.core.http.impl,HttpClientRequestPushPromise,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
vert.x,io.vertx.core.http.impl,HttpClientResponseImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
vert.x,io.vertx.core.http.impl,HttpFrameImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpNetSocket,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
vert.x,io.vertx.core.http.impl,HttpRequestHead,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; remoteAddress; method; uri; headers; authority; absoluteURI; traceOperation
vert.x,io.vertx.core.http.impl,HttpResponseHead,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: version; statusCode; statusMessage; headers
vert.x,io.vertx.core.http.impl,HttpServerRequestWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpServerRequestWrapper,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 58 public methods
vert.x,io.vertx.core.http.impl,HttpServerWorker.EncodingDetector,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http.impl,HttpServerWorker.EncodingDetector,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpUtils,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
vert.x,io.vertx.core.http.impl,NettyFileUpload,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 49 public methods
vert.x,io.vertx.core.http.impl,SharedClientHttpStreamEndpoint,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,SharedClientHttpStreamEndpoint,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ClientHttpEndpointBase
vert.x,io.vertx.core.http.impl,SharedClientHttpStreamEndpoint.Request,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: context; protocol; timeout; promise; timerID
vert.x,io.vertx.core.http.impl,SharedClientHttpStreamEndpoint.Request,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,SharedClientHttpStreamEndpoint.Request,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: context; protocol; timeout; promise; timerID
vert.x,io.vertx.core.http.impl,StatisticsGatheringHttpClientStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,StatisticsGatheringHttpClientStream,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
vert.x,io.vertx.core.http.impl,VertxHttp2ClientUpgradeCodec,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,VertxHttp2ConnectionHandler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: connectionFactory; connection; chctx; connectFuture; settingsRead; addHandler; removeHandler; useDecompressor; initialSettings; upgraded; read
vert.x,io.vertx.core.http.impl,VertxHttp2ConnectionHandler,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 34 public methods
vert.x,io.vertx.core.http.impl,VertxHttp2Stream,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 40 methods
vert.x,io.vertx.core.http.impl,VertxHttpRequestDecoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,VertxHttpResponseEncoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,WebSocketEndpoint,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,WebSocketEndpoint,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ClientHttpEndpointBase
vert.x,io.vertx.core.http.impl,WebSocketEndpoint.Waiter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: promise; context
vert.x,io.vertx.core.http.impl,WebSocketEndpoint.Waiter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,WebSocketImpl,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WebSocketImplBase
vert.x,io.vertx.core.http.impl,WebSocketImplBase,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 41 public methods
vert.x,io.vertx.core.http.impl,WebSocketImplBase.FrameAggregator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: textMessageHandler; binaryMessageHandler; textMessageBuffer; binaryMessageBuffer
vert.x,io.vertx.core.http.impl,WebSocketImplBase.FrameAggregator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpServerHandlerBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl,HttpServerHandlerBenchmark.Alloc,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: buf; capacity
vert.x,io.vertx.core.http.impl,HttpServerHandlerBenchmark.Alloc,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl.cgbystrom,FlashPolicyHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl.cgbystrom,FlashPolicyHandler.ParseState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http.impl.cgbystrom,FlashPolicyHandler.ParseState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl.headers,HeadersAdaptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl.headers,HeadersAdaptor,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
vert.x,io.vertx.core.http.impl.headers,HeadersMultiMap,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpHeaders; HeadersMultiMap; MultiMap
vert.x,io.vertx.core.http.impl.headers,HeadersMultiMap,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 60 public methods
vert.x,io.vertx.core.http.impl.headers,HeadersMultiMap.MapEntry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.impl.headers,HeadersMultiMap.MapEntry,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: hash; key; value; next; before; after
vert.x,io.vertx.core.http.impl.headers,Http2HeadersAdaptor,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 37 public methods
vert.x,io.vertx.core.http.impl.ws,WebSocketFrameImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 34 public methods
vert.x,io.vertx.core.impl,AddressResolver,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; NDOTS_OPTIONS_PATTERN; ROTATE_OPTIONS_PATTERN; DEFAULT_NDOTS_RESOLV_OPTION; DEFAULT_ROTATE_RESOLV_OPTION; vertx; resolverGroup; provider
vert.x,io.vertx.core.impl,AddressResolver,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.impl,Args,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,Args,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: map
vert.x,io.vertx.core.impl,CloseFuture,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): NestedCloseable
vert.x,io.vertx.core.impl,CloseSequence,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): NestedCloseable
vert.x,io.vertx.core.impl,ContextBase,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
vert.x,io.vertx.core.impl,ContextInternal,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 50 methods
vert.x,io.vertx.core.impl,DeploymentManager.VerticleHolder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: verticle; context; workerPool; closeFuture
vert.x,io.vertx.core.impl,DeploymentManager.VerticleHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,DeploymentManager.DeploymentImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,DeploymentManager.DeploymentImpl,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: ST_DEPLOYED; ST_UNDEPLOYING; ST_UNDEPLOYED; parent; deploymentID; conf; verticleIdentifier; verticles; children; options; undeployHandler; status; child
vert.x,io.vertx.core.impl,DuplicatedContext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,DuplicatedContext,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
vert.x,io.vertx.core.impl,NestedCloseable,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: owner
vert.x,io.vertx.core.impl,NestedCloseable,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: CloseFuture
vert.x,io.vertx.core.impl,NoStackTraceException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,SerializableUtils.ObjectInputStreamFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,SharedResourceHolder.Hook,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: vertx; closeFuture; resourceKey; resourceName
vert.x,io.vertx.core.impl,SharedResourceHolder.Hook,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,TaskQueue.Task,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: runnable; exec
vert.x,io.vertx.core.impl,TaskQueue.Task,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,Utils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LINE_SEPARATOR; isLinux; isWindows
vert.x,io.vertx.core.impl,VertxBuilder,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
vert.x,io.vertx.core.impl,VertxImpl,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 78 public methods
vert.x,io.vertx.core.impl,VertxImpl.InternalTimerHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,VertxImpl.InternalTimerHandler,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: handler; periodic; id; context; disposed; future
vert.x,io.vertx.core.impl,VertxImpl.ContextDispatch,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: context; topLevelTCCL
vert.x,io.vertx.core.impl,VertxImpl.ContextDispatch,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,VertxInternal,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 46 methods
vert.x,io.vertx.core.impl,VertxWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,VertxWrapper,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 85 public methods
vert.x,io.vertx.core.impl,VertxExecutorService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,CloseFutureTest.UseCase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,CloseFutureTest.CleanableUseCase,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: resource; cleanable
vert.x,io.vertx.core.impl,CloseFutureTest.CleanableUseCase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,CloseFutureTest.UseCaseResource,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: closeFuture; closed
vert.x,io.vertx.core.impl,CloseFutureTest.UseCaseResource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl,VertxFactoryTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: testFolder
vert.x,io.vertx.core.impl,VertxFactoryTest.CustomExecutorServiceFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.impl,VertxFactoryTest.CustomExecutorServiceFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.btc,BlockedThreadChecker,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER_NAME; log; threads; timer; blockedThreadHandler
vert.x,io.vertx.core.impl.btc,ThreadInfo,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: startTime; maxExecTimeUnit; maxExecTime
vert.x,io.vertx.core.impl.future,CompositeFutureImpl,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.impl.future,Composition,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation; Listener
vert.x,io.vertx.core.impl.future,Eventually,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation; Listener
vert.x,io.vertx.core.impl.future,FailedFuture,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.future,FixedMapping,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation; Listener
vert.x,io.vertx.core.impl.future,FixedOtherwise,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation; Listener
vert.x,io.vertx.core.impl.future,FutureBase,Feature Envy,The tool detected a instance of this smell because emitSuccess is more interested in members of the type: ContextInternal
vert.x,io.vertx.core.impl.future,FutureBase,Feature Envy,The tool detected a instance of this smell because emitFailure is more interested in members of the type: ContextInternal
vert.x,io.vertx.core.impl.future,FutureImpl,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FutureBase
vert.x,io.vertx.core.impl.future,FutureImpl.ListenerArray,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.impl.future,FutureImpl.ListenerArray,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.future,FutureImpl.CauseHolder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: cause
vert.x,io.vertx.core.impl.future,FutureImpl.CauseHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.future,Mapping,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation; Listener
vert.x,io.vertx.core.impl.future,Otherwise,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation; Listener
vert.x,io.vertx.core.impl.future,PromiseImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.impl.future,PromiseImpl,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): FutureImpl; PromiseInternal; Listener
vert.x,io.vertx.core.impl.future,PromiseInternal,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: context
vert.x,io.vertx.core.impl.future,SucceededFuture,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EMPTY; result
vert.x,io.vertx.core.impl.future,Transformation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation; Listener
