Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
vert.x,io.vertx.core.net.impl,HAProxyMessageCompletionHandler,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: UNSUPPORTED_PROTOCOL_EXCEPTION
vert.x,io.vertx.core.net.impl,KeyStoreHelper,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DUMMY_PASSWORD
vert.x,io.vertx.core.net.impl,NetClientImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
vert.x,io.vertx.core.net.impl,NetSocketImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
vert.x,io.vertx.core.net.impl,SSLHelper,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
vert.x,io.vertx.core.net.impl,TCPServerBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
vert.x,io.vertx.core.net.impl,TrustAllTrustManager,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE
vert.x,io.vertx.core.net.impl.pool,EndpointResolver.ResolvedEndpoint,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core.net.impl.pool,SimpleConnectionPool,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
vert.x,io.vertx.core.net.impl.pool,ConnectionPoolTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
vert.x,io.vertx.core.net.impl.pool,SynchronizationTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: res; ONE_MILLI_IN_NANO; ONE_MICRO_IN_NANO
vert.x,io.vertx.core.net.impl.pool,SynchronizationTest.Utils,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core.net.impl.pool,SynchronizationTest.Utils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: res; ONE_MILLI_IN_NANO; ONE_MICRO_IN_NANO
vert.x,io.vertx.core.parsetools,JsonParserTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
vert.x,io.vertx.core.parsetools,JsonParserTest.TheObject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core.shareddata,AsyncMapTest.SomeObject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core.shareddata,AsyncMapTest.SomeSerializableObject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core.shareddata,AsyncMapTest.SomeClusterSerializableObject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core.shareddata.impl,SharedDataImpl.WrappedAsyncMap,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.core.spi.metrics,VertxMetrics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
vert.x,io.vertx.core.spi.metrics,MetricsContextTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
vert.x,io.vertx.core.spi.metrics,MetricsOptionsTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
vert.x,io.vertx.core.spi.metrics,MetricsTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15
vert.x,io.vertx.core.spi.tracing,HttpTracerTestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
vert.x,io.vertx.core.streams.impl,InboundBuffer,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: END_SENTINEL
vert.x,io.vertx.benchmarks,ContextBenchmark.BaselineState,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.benchmarks,HeadersUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DATE_FORMAT; VERTX_HEADER; TEXT_PLAIN_HEADER; CONTENT_LENGTH_HEADER; DATE_HEADER
vert.x,io.vertx.it,CustomExecutorService,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: executing
vert.x,io.vertx.it,CustomExecutorServiceFactory,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: NUM
vert.x,io.vertx.it,CustomJsonFactory,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CODEC
vert.x,io.vertx.test.core,AsyncTestBaseTest.LateFailureReport,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.test.core,TestUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: MAVEN_TARGET_DIR; NON_ROUTABLE_HOST
vert.x,io.vertx.test.core,TestUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
vert.x,io.vertx.test.core,VertxTestBase,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: USE_NATIVE_TRANSPORT; USE_DOMAIN_SOCKETS
vert.x,io.vertx.test.core,VertxTestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
vert.x,io.vertx.test.fakedns,FakeDNSServer,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PORT; IP_ADDRESS
vert.x,io.vertx.test.fakedns,FakeDNSServer.VertxResourceRecord,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
vert.x,io.vertx.test.fakemetrics,FakeHttpServerMetrics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
vert.x,io.vertx.test.fakemetrics,FakeVertxMetrics,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
vert.x,io.vertx.test.proxy,HttpProxy,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_PORT
vert.x,io.vertx.test.proxy,Socks4Proxy,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_PORT
vert.x,io.vertx.test.proxy,SocksProxy,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_PORT
vert.x,io.vertx.test.verticles,ExtraCPVerticleNotInParentLoader,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: cl
vert.x,io.vertx.test.verticles,TestVerticle,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: instanceCount; processArgs; conf
